time_sec,x,y,path_length
743.103,-1.999897824610757,-0.5000010695197569,0.00017092933624583974
743.137,-1.9998978001474654,-0.500001069560027,0.0001709537995705996
743.171,-1.9998978006720916,-0.5000010694666679,0.0001709543324387703
743.205,-1.9998978045699543,-0.5000010695797105,0.00017095823194030848
743.239,-1.999897809975062,-0.5000010695412157,0.00017096363718507987
743.273,-1.9998978263070695,-0.5000010695685922,0.000170979969215549
743.307,-1.9998978317714162,-0.5000010695391547,0.00017098543364159438
743.341,-1.9998978269307885,-0.5000010694794117,0.00017099027463793055
743.375,-1.9998978113242747,-0.5000010695480297,0.00017100588130263705
743.409,-1.9998977871917833,-0.5000010695883688,0.00017103001382769034
743.443,-1.9998977775643942,-0.5000010695514755,0.00017103964128748785
743.477,-1.9998977688127983,-0.5000010696010159,0.00017104839302359634
743.511,-1.9998977800862987,-0.5000010695695029,0.00017105966656799616
743.545,-1.9998977967952725,-0.5000010695918836,0.00017107637555674522
743.579,-1.999897816105748,-0.5000010696335413,0.00017109568607711926
743.613,-1.9998978282819935,-0.500001069625223,0.00017110786232552803
743.647,-1.9998978354982575,-0.5000010696241075,0.00017111507858964502
743.681,-1.9998978336809645,-0.5000010696039535,0.00017111689599437938
743.715,-1.9998978215718066,-0.5000010695553865,0.0001711290052496732
743.749,-1.9998977989722466,-0.5000010695481925,0.0001711516048108194
743.783,-1.9998977659880626,-0.5000010696290205,0.00017118458909390485
743.817,-1.9998977479744904,-0.5000010696046379,0.00017120260268259604
743.851,-1.9998977306545118,-0.5000010696306365,0.0001712199226806715
743.885,-1.999897738000075,-0.5000010695611626,0.00017122726857247264
743.919,-1.9998977533742193,-0.5000010696397227,0.00017124264291736754
743.953,-1.9998977644149256,-0.5000010696595629,0.00017125368364154323
743.987,-1.9998977934621809,-0.5000010696306599,0.0001712827309111907
744.021,-1.999897807370703,-0.5000010695898628,0.00017129663949313646
744.055,-1.9998978107097636,-0.5000010695915968,0.0001712999785541703
744.089,-1.9998978035499102,-0.5000010696807364,0.0001713071389624159
744.123,-1.9998977907059994,-0.5000010696716781,0.00017131998287643393
744.157,-1.9998977730059557,-0.5000010696621504,0.00017133768292265124
744.191,-1.9998977463847216,-0.5000010696342763,0.00017136430417135027
744.225,-1.9998977216285243,-0.5000010696731101,0.00017138906039912294
744.259,-1.9998977235389315,-0.5000010695703009,0.00017139097357064475
744.293,-1.999897728833284,-0.5000010696844557,0.00017139626915369465
744.327,-1.9998977375585865,-0.5000010696916184,0.00017140499445911515
744.361,-1.9998977592813245,-0.5000010696754437,0.0001714267172031898
744.395,-1.9998977660769828,-0.5000010696482147,0.0001714335129159988
744.429,-1.9998977625487901,-0.5000010695890115,0.00017143704160530666
744.463,-1.9998977482492533,-0.5000010696582077,0.00017145134130961562
744.497,-1.9998977254161374,-0.5000010696990751,0.00017147417446203097
744.531,-1.9998977170813044,-0.5000010696626795,0.00017148250937454044
744.565,-1.9998977096176485,-0.5000010697127063,0.00017148997319811165
744.599,-1.9998977209354916,-0.50000106963291,0.00017150129132251655
744.633,-1.999897734096237,-0.5000010697251359,0.00017151445239103834
744.667,-1.999897741347059,-0.5000010696739579,0.00017152170339381458
744.701,-1.9998977381966254,-0.5000010696152247,0.0001715248543749358
744.735,-1.9998977242800722,-0.5000010696847114,0.00017153877110165445
744.769,-1.9998977018258288,-0.5000010697258602,0.00017156122538271196
744.803,-1.9998977043467556,-0.50000106963332,0.0001715637480074606
744.837,-1.999897710235603,-0.5000010697471368,0.0001715696379546644
744.871,-1.9998977176211397,-0.5000010697093631,0.00017157702358788809
744.905,-1.9998977359238441,-0.5000010697374151,0.00017159532631384842
744.939,-1.9998977433501806,-0.5000010697086068,0.00017160275270615956
744.973,-1.9998977404628768,-0.5000010696494407,0.00017160564061603615
745.007,-1.999897726802004,-0.5000010697185984,0.0001716193016639665
745.041,-1.9998977046063122,-0.5000010697594327,0.0001716414973932578
745.075,-1.9998976779639546,-0.5000010697490295,0.0001716681397529423
745.109,-1.9998976655888365,-0.5000010697250344,0.00017168051489424655
745.143,-1.9998976674087952,-0.5000010697470909,0.00017168233498652342
745.177,-1.9998976684289325,-0.500001069778695,0.00017168335561326383
745.211,-1.999897689358142,-0.5000010697432485,0.00017170428485275706
745.245,-1.9998977038004164,-0.500001069783595,0.00017171872718360116
745.279,-1.9998977131044304,-0.5000010697841711,0.00017172803119762267
745.313,-1.9998977133715334,-0.500001069765319,0.00017172829896509506
745.347,-1.999897703334928,-0.5000010697179798,0.00017173833568228264
745.381,-1.9998976827989072,-0.5000010697119492,0.00017175887170382985
