timestamp,goal_x,goal_y,exec_time_sec,final_error,path_length,planned_path_length,efficiency_ratio,recovery_count,battery_proxy,velocity_scale,goal_tolerance,planning_mode,costmap_mode
1773867185.8097446,0.8,0.0,32.506036156,0.027613685892534514,3.029353590523293,3.034440851344725,0.9983234931670599,9,19.514676795261646,0.13421772800000006,0.25,conservative,normal
1773867450.2035675,-0.5,-0.5,17.012534837,0.036793351669538905,1.106340893723587,1.0404030031886176,1.0633772589399335,4,8.553170446861794,0.40960000000000013,0.25,conservative,normal
1773867552.2100966,-0.5,0.5,16.77418343,0.009903679818570202,1.0126900112997093,0.978245950823305,1.0352100210048563,4,8.506345005649855,0.40960000000000013,0.25,conservative,normal
